MIGPUMA,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
2401500,57405,14113,29858,13434,13272,16223,27910,89,5,1162,6670,917,870,6591,2085,255,712,661,9983,319,1871,6073,7517,824,6271,1656,2874,4837,12119,13408,12928
2401600,37425,10534,18617,8274,10477,12564,14384,22,13,671,4016,614,671,7267,1115,320,597,413,1724,165,1249,4819,4674,447,4878,1619,2131,3782,7923,8301,6885
2500100,57624,12556,28058,17010,14927,18653,24044,181,59,279,3508,4119,1161,6892,857,828,1946,559,2910,317,2240,6935,12495,1619,6302,2149,2268,4246,13025,14381,13416
2500290,304559,71909,153253,79397,76999,95351,132209,1046,123,2168,12460,25422,9489,31846,9197,3795,10306,2924,8613,4325,10828,48104,69858,6360,23565,10137,13993,26556,59816,72721,73557
2500390,2371267,555021,1233149,583097,509385,619574,1242308,6042,723,10476,123164,208049,102081,259192,55018,74543,87601,26778,212835,55870,123490,229027,400970,42554,188386,81698,82770,180495,409200,523230,703321
2503300,695790,170122,379196,146472,105921,138956,450913,50,13,1947,15160,9121,10630,38136,26664,19391,69247,14547,88367,9564,36655,64915,148683,12055,65228,23775,41642,54074,99781,138616,233197
2504790,100035,19966,48394,31675,23532,29359,47144,354,76,508,8430,2348,1796,14611,2102,1752,2310,1487,4944,416,4633,7773,19254,4130,13156,4252,5703,7815,20716,25405,26133
2600100,64861,15118,33801,15942,18445,23074,23342,683,1324,545,4596,5476,1438,8579,1152,589,1953,578,1894,224,1147,6123,13320,780,7696,2219,4545,3890,16323,17676,11854
2600200,43865,9211,22968,11686,12572,16113,15180,575,241,175,1974,5417,1083,5102,1444,607,1338,268,966,60,1056,3480,5823,1340,5302,1914,5700,2881,12025,12715,7033
2600300,39287,8425,20280,10582,11226,15889,12172,457,457,251,2294,4746,1108,6002,733,449,959,293,1026,21,735,2424,7140,611,5074,1697,2810,2654,10908,11263,6037
2600400,53064,11713,27681,13670,12992,20602,19470,1108,371,296,3104,9289,945,5919,1082,691,949,544,1453,176,3189,3512,8040,1584,6173,1941,2698,3708,14129,14455,9059
2600500,66406,14686,34223,17497,15994,25719,24693,686,432,196,4177,6679,1770,8811,986,876,2550,639,2662,105,1669,5271,13296,782,9723,2308,2788,4402,16212,18510,12596
2600600,29868,6781,15395,7692,7670,11996,10202,1174,161,75,1474,6124,669,3987,747,248,1040,195,696,4,1198,2696,3486,289,2570,1116,1919,2365,7856,8141,4725
2600700,59388,14817,30985,13586,14791,20823,23774,396,63,96,2373,13444,1513,8439,713,460,1009,321,1242,97,2706,4141,11893,673,5937,1567,2305,4238,14245,16227,9861
2600800,128470,34156,66246,28068,28581,43959,55930,3899,61,319,5701,43220,4866,10246,2641,872,1995,1028,3989,442,8861,12375,10703,922,9720,4136,2474,10422,28668,31023,24201
2600900,42158,9747,22616,9795,8435,14454,19269,1733,25,48,2417,14025,2191,4102,1564,219,313,176,1216,101,2385,2876,2341,1365,2727,1192,1142,3449,10800,11018,7144
2601000,409447,110151,211793,87503,103208,133536,172703,1584,80,856,16257,66390,27541,39729,11038,4538,17428,4097,17826,6678,55273,26335,59548,4391,29740,13578,6540,30446,86454,99531,82865
2601100,57658,14406,29811,13441,18290,19346,20022,1913,29,340,2481,9730,902,6686,1040,470,1424,284,1319,4,7786,7527,6205,459,3627,1460,3972,3784,14173,15345,9950
2601200,49700,12964,25830,10906,12242,18922,18536,951,341,202,2630,5600,1408,4918,1458,317,1410,360,1182,619,1751,7250,6437,531,8228,1282,2825,3217,12027,12674,8818
2601300,26678,6575,13194,6909,8529,11332,6817,450,128,17,1440,3269,794,4467,732,265,633,224,483,34,901,2012,3958,302,3828,958,1783,1860,7357,7313,3573
2601400,70876,16733,38157,15986,18627,22979,29270,214,50,271,3666,8725,2140,8155,837,564,1838,671,2458,3950,3834,6776,13143,921,6335,3687,2641,4462,16014,19136,14531
2601500,82204,21356,42582,18266,21583,28982,31639,243,44,595,2709,11564,2084,10789,1857,1366,2640,718,2545,342,8523,4064,16478,906,9071,2878,2788,5839,18948,21871,14190
2601600,34324,7495,18034,8795,8467,13430,12427,1670,95,666,1710,5940,1454,3889,876,459,1169,127,705,180,1989,2748,5426,264,2111,1046,1800,2213,10146,9403,5067
2601700,171987,43017,91409,37561,45457,61980,64550,529,108,122,7100,19318,6981,25834,4048,4662,4985,1698,6241,1344,10241,15866,32189,2089,16543,5381,6708,12481,39079,45489,31921
2601800,177941,40596,95177,42168,56932,44819,76190,482,68,656,4052,11998,3191,13101,5096,2996,5652,2290,8531,232,6959,23563,50514,1334,12086,6239,18901,13313,35608,46654,41770
2601900,67069,18237,34613,14219,15982,22450,28637,850,118,92,3156,8003,3284,8193,6116,513,5834,693,2636,2197,2964,4400,4936,602,5958,2522,4002,4466,14768,17039,12559
2602000,70034,16479,37909,15646,15160,24004,30870,651,43,151,2281,16194,2261,6599,1704,671,1523,355,3098,483,3731,5388,12554,644,6760,2429,2514,4954,17187,18748,12666
2602100,123810,34917,62368,26525,31849,39381,52580,1829,26,199,5269,19111,6368,12900,2365,992,6015,2081,5196,229,6688,13079,20750,1458,12666,4224,2365,8251,25111,30660,24871
2602200,33613,7762,17370,8481,7777,12901,12935,975,5,68,967,10328,1026,3216,1642,281,900,165,721,5,804,2475,4201,211,2620,1406,1597,2781,8831,9155,5084
2602300,31492,7435,16362,7695,7910,12139,11443,1222,22,811,1188,5537,794,2916,452,250,465,156,2337,738,995,3406,4039,190,3065,1266,1643,2642,7567,8014,5834
2602400,62462,13955,32537,15970,15174,21757,25531,638,96,1210,2210,13436,1941,5735,1779,537,1844,744,1548,174,3698,4944,8060,758,8668,2126,2316,5093,14051,16525,12838
2602500,38575,9047,19909,9619,9836,13742,14997,773,0,92,1423,8512,992,4498,619,524,1156,318,808,54,1349,5243,4740,313,3282,1509,2370,2650,10007,10214,6657
2602600,58792,14162,31001,13629,12972,18349,27471,126,90,4412,1823,10000,1691,6476,1013,482,1298,482,1886,650,4338,4273,9288,451,4446,2096,3471,3893,13557,15796,11384
2602700,201071,56198,104019,40854,48676,57325,95070,176,36,497,4170,14126,5335,15983,4300,4573,3772,2135,16379,1185,8813,50674,40890,2555,15300,5444,4728,11309,31812,44553,57199
2602800,60523,17952,30231,12340,16745,19632,24146,181,42,46,4184,10540,2969,8411,939,602,1871,958,5426,390,2321,3796,4827,933,7513,2389,2185,3927,12744,14414,11486
2602900,759886,188308,405443,166135,162800,218847,378239,787,242,573,25578,73432,42796,79889,10146,18666,40740,18498,107707,17555,69748,39289,105176,9867,61810,24402,12985,48758,136685,181353,204782
2603000,333303,81302,175015,76986,77093,102824,153386,622,52,245,16675,66095,11788,45568,9435,2716,6445,4066,31345,5066,18728,19988,42505,2741,29896,10506,8821,23823,68901,84476,74801
2603100,43887,10487,23137,10263,11464,15400,17023,85,3,859,2547,8825,1198,5643,1131,334,905,372,1285,8,1174,4165,7043,452,4390,1369,2099,3126,10394,11784,8096
2603200,721919,164847,392393,164679,147724,212910,361285,275,775,6298,20792,90792,28990,73314,38683,8421,27614,8072,56460,36166,38991,47226,107366,10040,70176,23101,28367,54240,143485,182361,176986
2603300,43505,10471,22868,10166,10704,13699,19102,385,18,1296,2228,8633,1756,4956,1523,476,770,268,2212,627,2361,3876,4774,565,4113,1219,1449,3063,10273,11228,8470
2700100,57136,14320,27991,14825,15552,19054,22530,1259,99,212,1953,6684,7414,6111,1536,736,1212,343,1193,431,919,8421,8473,965,3826,1914,3435,3189,13308,16508,9811
2700200,47455,11498,23669,12288,12993,17204,17258,1013,64,290,2790,4573,936,5847,1538,465,956,296,867,57,730,5508,8905,1793,4594,1326,4907,3045,10992,13872,8048
2700390,161893,39621,82144,40128,44487,52808,64598,673,3997,1926,7456,8649,3423,17962,9026,1441,4506,1734,4699,843,4056,16302,36376,4511,16329,5627,12357,9633,37333,46841,28465
2700600,48662,11668,24703,12291,13956,17720,16986,456,48,265,2661,5121,788,5656,936,682,1009,261,1062,93,1072,6064,9214,663,6820,1623,4168,2827,12240,13923,8004
2700700,51587,12189,26253,13145,14839,18527,18221,794,27,251,3083,5438,1824,7374,1113,487,2212,400,1669,125,1316,5635,9469,343,5086,1946,2995,3293,12417,15351,8337
2700800,63526,15089,31174,17263,17305,21195,25026,2234,60,676,3509,10087,3491,7218,1222,825,1732,366,1406,373,1310,6391,11814,668,4674,2181,3289,3796,14455,19541,10645
2700900,91803,24860,46332,20611,22793,29693,39317,978,153,176,4819,11492,3478,13644,3245,1611,3625,1015,3179,414,4004,8400,18837,782,6361,2701,2889,4872,19339,24995,17737
2701000,44362,11827,23048,9487,11443,13619,19300,433,95,750,4404,7691,1933,5430,1912,675,503,215,994,704,1359,4339,5685,372,3053,1479,2336,2546,10544,12129,7316
2701100,125059,30152,66919,27988,28107,34978,61974,429,0,463,8668,24167,6620,14239,4472,892,2260,1350,4399,907,5804,10852,16254,2738,10010,5178,5357,8001,26523,33398,26985
2701200,83151,22705,43115,17331,22675,23608,36868,698,77,257,4469,9603,2812,12584,1995,943,3183,965,3779,1683,2746,7998,12025,1921,8549,3119,3745,4611,15813,20735,19287
2701300,345775,77781,188524,79470,71236,84934,189605,71,35,1293,12330,29773,13510,27753,5768,7238,17486,4932,16202,22396,17315,37440,62204,6183,24847,11659,27340,21318,60918,87181,98577
2701400,940453,219083,523409,197961,186605,231335,522513,800,297,3474,29970,73202,52148,75023,23113,21939,72099,16887,102696,46684,61664,73956,147703,17663,67989,29073,24073,57879,162532,231638,269321
2701500,190805,45886,102208,42711,44273,50882,95650,920,218,569,10288,19157,11573,22261,11434,7008,12415,2463,8212,3567,9105,17057,23948,3166,14024,7296,6124,11779,36467,48735,47938
2701690,87020,20891,47342,18787,20419,23345,43256,247,65,246,6923,15037,4794,7390,1968,778,1815,705,3029,1128,4433,7876,10016,3264,10022,3143,4141,5524,18075,22684,19846
2701800,42817,11648,21947,9222,12299,12579,17939,626,2,955,3990,6223,1798,5905,1161,254,785,290,964,135,1423,5095,5152,632,4412,1514,1501,2504,10139,11155,7371
2701900,58953,13766,29645,15542,15817,19202,23934,2739,41,312,2934,12721,2378,6473,1902,556,1309,261,1286,512,1411,4827,10985,473,3244,1541,3048,3872,13517,17733,10065
2702000,49777,11763,24341,13673,14044,16648,19085,1516,42,321,2409,7602,2456,5921,1881,592,2408,366,1108,802,815,4743,8326,775,3761,1186,2747,2798,11558,14841,8817
2702100,51408,11868,24983,14557,14157,17784,19467,2114,60,323,2345,10129,2500,5765,1762,538,2077,187,1036,108,884,4992,8782,284,3247,1357,2918,3901,12039,14906,8694
2702200,60260,17203,29329,13728,17494,18742,24024,1039,69,150,2943,9745,2124,7163,1410,1373,1305,703,1776,462,1824,7304,10735,659,5140,1979,2357,3199,12089,15733,12036
2702300,58182,13397,29819,14966,14483,17908,25791,1126,218,793,2750,12421,2254,6054,2143,502,1201,324,1042,299,1109,6521,8056,1671,4471,1862,3365,3618,13355,16129,11683
2702400,55526,13248,28594,13684,13866,18194,23466,790,24,311,2120,14392,2234,7176,1330,619,2772,413,774,962,2686,4705,5896,467,3449,1721,2685,3899,12894,15548,9937
2702500,97496,22541,52236,22719,19171,26448,51877,301,15,159,4031,7614,1487,9842,1667,1629,1059,616,1557,637,2668,5882,44135,1075,7479,2689,2954,4769,16633,27212,26341
2702600,45406,11852,21122,12432,13580,14291,17535,1345,34,106,1597,8264,1563,4861,2147,886,1106,134,679,1040,925,6239,6649,667,3652,1071,2441,2273,9841,12337,9103
2800100,64585,19669,33837,11079,21452,25590,17543,132,5,190,2294,4580,3856,10775,9147,336,970,528,1149,134,7372,4353,5972,1023,8176,1268,2325,6795,14307,15132,8682
2800200,43796,10262,23873,9661,11174,19622,13000,271,69,415,1786,9807,1177,5367,2946,405,1112,446,705,112,3464,4613,5398,187,2766,629,2121,4742,10924,11191,6677
2800300,37062,7398,20860,8804,10274,16514,10274,1189,65,319,1288,2903,1022,4115,768,442,953,276,958,127,2426,4685,4990,162,7873,530,1971,4593,9421,9986,5664
2800400,48185,12753,25577,9855,13487,19988,14710,736,32,380,2104,10068,802,6034,910,481,1024,474,1381,63,1419,6761,7056,338,5474,677,1971,5002,11060,11266,8104
2800500,81845,20421,45624,15800,19920,36855,25070,123,0,433,2201,21913,2398,9724,3812,1576,2058,604,2078,819,6777,4336,12848,532,6201,1323,2089,8793,19834,20571,12226
2800600,64050,15938,33878,14234,18548,23918,21584,677,317,685,2315,9019,1608,7981,2254,627,1080,939,1362,430,2582,11583,8861,616,7454,1305,2355,6588,14588,15621,11315
2800700,39781,8379,21815,9587,11440,17712,10629,1036,27,308,1464,7319,1109,5176,905,388,922,353,633,164,2708,4395,6888,193,2858,813,2122,4974,10316,10257,5855
2800800,41736,8827,22556,10353,12377,18571,10788,1814,17,184,908,3767,1457,5435,2190,397,1051,458,835,427,1681,5242,7190,508,3663,1292,3220,5295,10217,10927,6470
2800990,221111,48518,123692,48901,54456,84861,81794,909,542,1416,8195,18046,6202,23471,7027,4024,9257,2752,10283,4075,14665,22364,42664,2248,20565,4928,17478,21857,47894,58841,44001
2801300,73951,18800,39588,15563,21156,28084,24711,248,493,268,4066,4360,4801,11470,5203,566,2918,1164,1982,879,5373,5397,11534,726,7776,1507,3220,7313,16668,18730,12440
2801400,37833,8479,20676,8678,8956,18932,9945,1411,202,545,3064,8588,611,4423,1144,301,717,145,482,163,919,4120,3590,255,3075,491,3587,5004,9703,9531,5116
2801500,42434,9696,22866,9872,12397,17886,12151,581,191,387,1713,3895,1359,6349,1072,355,1181,485,776,752,3318,4402,8122,227,4599,883,1787,4594,10198,11170,6776
2801600,51915,11013,27911,12991,14504,22885,14526,1092,409,1204,2108,6249,1775,7425,3123,585,1472,442,948,267,1391,5636,8837,580,4667,1122,2583,6192,12944,13760,8006
2801700,43046,9694,23338,10014,10569,19581,12896,883,1308,378,2713,9019,1215,4896,1550,361,829,392,778,735,744,4552,6720,165,3018,662,2128,4902,10864,11223,6363
2801800,69869,19257,36956,13656,21157,28261,20451,380,296,700,3295,4911,2264,10612,2652,562,2158,852,1868,1213,4232,7702,13430,824,7766,1433,2719,6809,15172,16781,11850
2801900,31236,7294,16789,7153,8713,12225,10298,451,164,479,1319,2088,585,5186,522,273,802,242,1903,23,1488,4070,4090,303,4352,513,2383,2966,7000,7977,5999
2802000,84627,20683,46282,17662,22771,36068,25788,9,13,840,3870,3153,1631,12229,2030,1032,2330,1305,2738,990,5013,5114,13422,1475,22169,1841,3423,8987,18614,21999,14344
2802100,48161,10213,27591,10357,10145,14965,23051,22,41,563,3781,12696,508,4908,623,697,1121,560,2169,339,2104,4459,5997,441,4378,1051,1703,5194,11559,12704,8491
2900100,35560,8403,17875,9282,10386,14364,10810,1580,79,450,1104,5361,1593,4293,693,668,1094,191,638,271,756,4954,5881,186,2518,865,2385,2618,10085,8740,5714
2900200,54770,13758,28772,12240,13151,20247,21372,53,45,465,2420,11323,1960,5783,1795,561,1997,414,1761,375,3647,3532,8897,884,4284,1393,3181,4568,13841,13684,8919
2900300,41833,10017,20670,11146,12944,16719,12170,551,146,531,1786,5267,1877,5399,1140,541,1276,214,1063,200,797,5661,7891,699,3738,1094,1962,3191,11636,10273,6716
2900400,37506,9201,19200,9105,9827,15277,12402,734,164,320,2652,6231,1533,4766,1717,308,1070,198,697,184,1290,4058,4710,422,2765,1056,2631,3262,10540,9109,5394
2900500,78544,17803,42413,18328,17485,32853,28206,466,178,1337,3971,6202,2280,8055,1911,1315,2508,472,2515,1209,3046,5399,8670,1077,5068,2029,20836,5935,20178,19774,14854
2900600,95836,27196,48652,19988,25627,32182,38027,187,56,615,3654,3989,2736,10397,1557,1644,5320,1343,4140,3148,4528,15024,19383,1584,10545,2597,3389,6624,19609,21497,20910
2900700,49979,12038,25400,12541,13931,21587,14461,695,47,641,1923,8227,1934,5830,1587,740,1396,389,1122,927,1335,5788,8824,378,3975,1506,2715,4653,13386,12359,7543
2900800,33825,8799,16723,8303,10342,13804,9679,461,48,210,1943,3363,1019,4157,1062,321,957,287,748,123,883,6094,5743,247,3132,767,2260,2615,8555,8015,5841
2900900,155536,42404,81160,31972,39291,50919,65326,159,118,547,6327,18330,8878,19076,8159,1402,3986,2889,14196,1938,13058,11465,17149,4832,16067,3845,3115,13025,34818,37147,28142
2901000,386900,88831,209262,88807,84919,118254,183727,196,82,3499,20537,23368,15857,38805,12178,10584,25163,6120,37184,9023,19920,25597,62275,7163,36327,11803,21219,31475,85378,94149,87067
2901100,31398,8587,15606,7205,9718,11891,9789,587,84,569,2220,2071,932,4656,2672,175,894,171,951,108,1656,3649,4449,439,3397,567,1151,2664,7826,7365,4956
2901200,33095,7690,16823,8582,9580,14029,9486,1273,72,386,1550,3929,1126,4469,929,343,1254,203,812,118,660,3785,7162,294,2814,763,1153,2807,9666,8196,4736
2901300,29395,7469,15031,6895,8476,13442,7477,273,15,217,989,6607,1406,4065,457,232,775,193,534,66,984,3653,4831,274,2360,571,893,2696,8513,6980,3737
2901400,36227,9313,18257,8657,10881,15937,9409,249,40,259,2589,2131,737,6476,754,344,1053,596,1071,68,1682,4316,4411,914,6323,906,1308,3265,9878,8717,5054
2901500,34614,8597,17726,8291,10314,14359,9941,69,290,233,1208,5408,1246,4323,1833,244,992,327,648,247,696,3900,7305,570,3202,778,1095,2839,9492,8587,5099
2901600,38791,9629,20029,9133,10022,15386,13383,129,59,485,2606,9816,943,4632,1358,690,1117,647,1270,345,2075,3232,3530,439,3439,1054,925,3258,10540,9819,5545
2901700,151451,42489,77841,31121,41794,50298,59359,151,45,761,9386,16094,6288,20405,4651,4307,8317,1943,5842,1603,9490,13943,18996,3036,18277,4949,2967,11535,33681,35472,28274
2901800,643268,147259,345870,150139,145550,198217,299501,316,380,1950,30927,44848,36503,72391,20795,16409,38397,12045,45746,29279,52246,44076,102364,10943,54306,18528,10819,49484,137440,161771,147314
2901900,229838,46074,128549,55215,46900,67908,115030,297,4,1657,6863,18713,9101,8371,7330,5931,14894,2420,18396,9547,14999,13812,51408,7124,21951,7615,9405,19928,50061,59231,54544
2902000,49805,13452,25895,10458,15416,17939,16450,88,149,523,4209,4221,1922,7142,1064,525,1242,495,1294,100,3278,7019,6760,408,5991,1956,1419,4114,12321,12144,7774
2902100,44660,11259,23339,10062,12730,19085,12845,111,413,265,2518,6258,1518,5058,2012,354,1568,248,944,336,1736,4057,8942,500,3125,1186,3511,3894,12533,11172,5802
2902200,58389,14956,30174,13259,16219,22791,19379,407,135,448,2873,6888,2579,7036,1870,1050,1319,443,1911,805,2351,5264,14007,952,4959,1424,1668,5004,15447,13860,9122
2902300,35706,8056,18797,8853,11556,14836,9314,1578,37,556,861,4264,1952,4677,1774,210,1038,599,386,142,435,3384,8524,342,2529,433,1985,3983,10526,8416,4725
2902400,33385,7998,17585,7802,11068,14056,8261,249,754,331,1313,4288,881,3998,590,418,1037,239,601,109,947,3399,8907,235,2939,858,1292,3149,9224,8547,4467
2902500,31041,7218,16020,7803,9426,14594,7021,205,81,299,945,4798,1283,4143,1026,375,837,208,888,298,735,3834,5995,186,2432,634,1839,2807,9266,7759,3991
2902600,197474,53677,102137,41660,49704,80478,67292,290,205,915,9587,14704,10004,23791,11111,3828,8406,2842,9233,5360,11594,16801,36210,2850,18447,5729,5567,15260,47488,48309,32740
2902700,54857,13877,27859,13121,15921,25031,13905,571,68,312,2209,9128,1169,7442,856,528,1055,894,2334,207,3922,4423,4201,3442,9354,1358,1384,5963,14554,13072,7391
2902800,78147,18910,40872,18365,19471,32018,26658,484,120,371,2833,12893,3064,10265,6307,713,1704,662,2038,1483,4073,7271,12878,581,6353,2282,1772,7435,21290,19493,11019
3000100,50672,10904,26356,13412,14149,19261,17262,473,362,315,3521,2838,1302,7106,1120,505,1682,817,2335,137,1891,4612,8407,1836,6277,1910,3226,3949,13105,13790,8924
3000200,85991,20686,44266,21039,24527,32326,29138,990,135,430,4689,4103,2777,11518,2230,1415,3018,1113,4502,319,4214,9206,14790,1998,9295,3899,5350,6323,20544,22146,16292
3000300,71963,15153,37205,19605,18999,24312,28652,999,1011,996,4159,2537,1490,7717,1314,868,2349,795,3362,469,1959,5687,12657,1460,8441,3027,10666,5139,17538,19440,14693
3000400,56238,12572,27902,15764,16488,21139,18611,999,203,498,3191,1917,2553,7683,1618,1092,2487,592,1926,180,1928,5956,10398,1295,5869,2051,3802,4419,14539,15319,9389
3000500,69733,18628,35652,15453,19036,24062,26635,937,1436,218,6595,4168,2032,8948,1554,737,1767,1197,5020,377,2289,8645,7208,2444,8902,2927,2332,4884,15252,16660,14309
3000690,125055,28320,63309,33426,31649,42594,50812,1247,3005,1230,7550,4496,7740,16246,5018,1937,4218,1647,6280,903,4219,10838,18907,2755,12708,4687,9424,9306,32066,33811,21552
3100100,45201,10058,21739,13404,12689,17703,14809,2241,133,389,1832,2112,2982,6322,1273,607,1660,214,1107,1028,1617,4930,7924,246,3996,1076,3512,3632,11225,12732,7554
3100200,89145,20335,44186,24624,21079,32925,35141,3077,204,1073,4309,21938,4911,8435,3645,690,3322,574,1831,210,2322,8710,11474,774,4685,2118,4843,9180,21968,24235,13427
3100300,51581,11699,26263,13619,12906,20194,18481,1584,67,290,2615,9012,2925,6356,2177,464,1984,403,1263,462,1833,4818,7028,628,3934,1379,2359,4570,12223,14237,8852
3100400,43172,9607,21484,12081,11584,16941,14647,2283,158,586,2256,4887,2300,5548,1480,571,1457,246,1108,400,814,4480,6438,435,3713,1084,2928,4145,10557,11941,6922
3100500,55170,13988,26773,14409,15241,20389,19540,1686,91,494,2820,6979,2999,6210,1292,608,1521,348,1704,1068,1428,5862,9800,732,4998,1912,2618,3962,12411,14834,9975
3100600,55603,11649,27555,16399,14421,21072,20110,1739,55,1060,2520,10576,2874,5354,1552,439,1978,187,1041,122,1380,6443,8800,452,3689,1302,4040,4149,14325,15517,9963
3100701,35905,8523,17845,9537,9631,12531,13743,514,326,394,2478,5716,1557,4605,1370,549,1009,243,884,244,1350,4162,4646,500,2431,1101,1826,2744,9002,9302,6334
3100702,71881,18646,38527,14708,16994,24473,30414,55,24,141,7041,3245,4441,8404,10302,1300,3807,729,3411,2118,3434,6579,6428,894,6103,1580,1845,6063,15300,18005,13867
3100800,175721,46542,89224,39955,43361,59036,73324,335,2,800,8848,12853,4212,18400,8153,3613,12229,1727,9937,2442,9408,18990,26048,3622,14561,5242,14299,10805,33622,44575,40177
3100900,347896,86298,185711,75887,80592,113460,153844,454,31,2461,16752,23330,12296,38184,9141,10039,28757,5474,23727,13266,27483,27692,57605,6318,29399,8871,6616,26074,68835,86736,79953
3200100,216873,52606,112829,51438,47147,80915,88811,333,228,832,15219,12960,9582,23851,14595,2483,6135,4157,11378,3122,16372,17804,25169,6075,32385,5835,8358,24452,38701,53931,47183
3200200,66922,13898,34720,18304,12924,24506,29492,845,329,399,5212,8687,1096,6160,5159,710,1254,837,1993,569,2261,4412,6270,2637,8398,1390,8304,7479,14133,18344,13068
3200300,61976,13025,33286,15665,12566,18643,30767,1447,12153,751,3258,1178,1670,6260,1640,496,563,622,1128,765,2386,5469,5182,1671,8629,1583,5125,7704,15062,16565,9620
3200400,961850,219118,536450,206282,201491,383052,377307,895,475,3466,59008,22902,23339,108495,39892,12467,26504,21124,43187,21922,77481,60299,93738,21645,267872,24975,32164,137408,183667,235566,186091
3300100,63109,13202,31720,18187,14575,19635,28899,472,41,265,1853,5464,1068,7666,1043,656,1153,564,2310,580,1513,10959,15215,1484,6717,1305,2781,4133,14403,15865,15506
3300290,539492,128528,270220,140744,127078,157907,254507,1095,450,1947,23563,55323,25388,80801,13290,11511,23752,6153,34839,7575,31749,49496,76367,7969,45584,17926,24714,33709,107068,132087,138100
3300500,45255,10356,21868,13031,11201,15541,18513,376,32,133,2251,7880,1618,6897,642,491,1391,385,1163,1131,1699,5450,5735,426,3431,1893,2231,2970,10744,11428,9757
3400190,153241,32096,78762,42383,39099,54963,59179,801,97,1413,7946,2880,3808,18647,2681,1178,2675,2136,5903,1144,6065,15118,23174,2987,39356,5260,9972,16048,33272,37919,33906
3400300,454929,91018,241268,122643,101194,132273,221462,259,30,1451,17029,32655,37842,54084,14790,10306,14289,8290,35263,15537,28266,40130,76788,8513,30958,15201,13248,44609,76402,101229,141671
3400400,177264,38212,92205,46847,43779,55456,78029,156,107,1137,7987,18487,10313,26083,5126,2276,4604,2092,7306,3270,12313,21210,28574,1275,11178,6368,7402,20119,32243,39932,46758
3400600,270819,54609,154563,61647,50913,75712,144194,17,67,1194,5656,9327,13673,28737,24561,8917,40534,5734,16161,2839,18759,24634,27908,2896,17976,6633,14596,30533,44074,57639,83964
3400800,47098,9719,23574,13805,10677,11488,24933,574,42,129,3627,2570,2002,6250,520,786,3074,377,4401,963,1572,5072,6312,1282,3501,1918,2126,2887,8344,10800,15348
3400900,440170,91423,240532,108215,89055,122976,228139,220,10,1121,15676,31350,34376,45332,32438,10968,14674,6356,44950,11463,44902,39227,52840,4292,24218,13723,12034,41990,72884,94248,139625
3401000,195947,37946,109772,48229,34643,43321,117983,131,413,349,6411,16221,14069,20270,3552,7271,8768,2966,24835,12258,15943,13813,23324,2778,12278,5689,4608,13978,28548,40972,74503
3401100,257074,59037,128404,69633,67120,75484,114470,722,6,1535,14224,9628,8825,36985,4867,5044,9891,3648,20271,3300,11842,26572,45852,8147,24694,10845,10176,19369,44995,58669,75004
3401200,161724,42288,78553,40883,47013,54536,60175,141,103,1808,9678,5545,4187,26460,3356,1255,3791,2765,8237,594,6979,19278,34430,5110,14001,6599,7407,11865,30925,37678,38968
3401300,345262,64022,190869,90371,66425,95150,183687,52,15,1405,10598,17127,14872,29680,31199,5572,19822,7249,24113,6515,17644,45416,55510,4801,23551,12794,17327,34834,60521,80568,105317
3401500,298334,58579,161820,77935,57815,71325,169194,372,68,747,12428,18421,18422,28586,8949,5953,15845,4852,39989,11147,27008,23425,39285,5184,19880,10860,6913,22162,47283,65964,104346
3401600,37284,8623,17916,10745,10822,11172,15290,81,69,196,2130,2361,1088,5562,696,224,748,305,1753,1287,1348,5745,5987,1109,3434,1458,1703,2402,7210,9067,9982
3401700,30635,6919,15045,8671,8156,8903,13576,323,74,208,1160,3057,862,5082,1170,175,452,232,1097,1167,942,4055,4880,372,2658,1268,1401,2167,6447,7164,7938
3401800,237830,47788,127249,62793,50582,67190,120058,26,26,1796,10591,19480,15181,29080,18021,2480,7863,3089,16103,3064,17453,22707,33030,2665,14844,10736,9595,24566,42048,54274,69154
3402000,211210,47864,110206,53140,47540,63495,100175,567,8,931,8248,16119,13474,25123,10009,3250,16847,3566,14522,4026,17241,17370,31071,2837,14243,5999,5759,17507,41618,49940,54281
3402100,218410,50994,113643,53773,55612,67907,94891,94,15,699,9528,14740,8402,25170,9335,3364,4959,2872,13126,3480,23506,21005,43652,3315,15883,6980,8285,19476,43188,51781,52971
3402200,109733,28108,55837,25788,28772,34966,45995,1826,16,484,6325,8328,8570,18503,4671,1260,1925,1045,3325,496,6764,14169,13236,1567,9483,3651,4089,9697,23441,25653,22834
3402300,234920,42762,130765,61393,43189,52669,139062,195,4,741,5947,8519,7198,19357,9210,4988,14401,2386,23533,4030,12313,31153,36439,3444,12577,7494,30991,17135,38842,53909,82272
3402490,78558,16517,41209,20832,17321,26880,34357,2895,155,2101,3763,11770,3944,8439,4282,495,1335,582,1820,347,2925,8812,14125,634,4545,1906,3683,8626,18245,19484,15686
