CHOSEN,JWMNP,FINCP,GRNTP,HINCP,SMOCP,PINCP,HH_COST,PERNP,WAGP,UNEMP,EMP,type
0400105,20.0,100000.0,1671.5,90000.0,1757.5,36000.0,0.21103907637655417,35000.0,34000.0,7,108,leavers
0400106,20.0,92000.0,1383.5,82300.0,1417.0,40000.0,0.18981818181818183,40000.0,39000.0,3,115,leavers
0400107,20.0,110000.0,1560.0,102000.0,1851.0,40000.0,0.18967504598405888,39000.0,38000.0,2,94,leavers
0400108,20.0,60000.0,1202.0,74500.0,1563.0,31500.0,0.22774999999999998,30550.0,30000.0,6,92,leavers
0400109,15.0,55630.0,1370.0,48100.0,1280.0,24000.0,0.28800000000000003,24000.0,24000.0,8,177,leavers
0400110,20.0,86000.0,1496.0,75500.0,1298.0,50000.0,0.21391304347826084,50000.0,47300.0,6,135,leavers
0400111,20.0,110850.0,1270.0,96000.0,2010.0,50000.0,0.20853444099121987,48000.0,48000.0,6,83,leavers
0400112,22.5,143500.0,2020.5,125000.0,2347.0,66400.0,0.18472222222222223,60000.0,52000.0,2,103,leavers
0400113,20.0,94140.0,1384.0,75750.0,2380.0,47000.0,0.24636871508379887,45500.0,45000.0,4,78,leavers
0400114,20.0,75200.0,1045.0,75500.0,1683.0,36650.0,0.22090575275397795,35700.0,34000.0,4,82,leavers
0400115,20.0,75750.0,991.0,55500.0,1562.0,34250.0,0.23558359621451103,31000.0,30000.0,3,85,leavers
0400116,25.0,68000.0,910.0,47650.0,1301.0,35000.0,0.23691813804173353,33000.0,31000.0,9,115,leavers
0400117,20.0,77000.0,1200.0,65000.0,1880.0,40000.0,0.24812030075187969,40000.0,40000.0,2,120,leavers
0400118,20.0,66000.0,1166.5,48000.0,1440.0,30000.0,0.27,30000.0,30000.0,5,143,leavers
0400119,23.5,53480.0,1124.0,53480.0,1172.5,26500.0,0.27310843373493976,26500.0,25500.0,3,59,leavers
0400120,25.0,105000.0,1299.5,100000.0,1826.5,42000.0,0.18977712609970676,42000.0,42000.0,0,81,leavers
0400121,30.0,60000.0,1313.0,65850.0,1345.0,25000.0,0.24256470588235296,25000.0,25000.0,3,68,leavers
0400122,21.0,40300.0,1047.0,53000.0,715.5,20000.0,0.26551495016611293,19600.0,19600.0,6,46,leavers
0400123,20.0,49100.0,970.0,59750.0,968.0,25000.0,0.2208,25000.0,25000.0,5,73,leavers
0400124,30.0,42000.0,963.0,39000.0,751.0,24000.0,0.28941176470588237,24000.0,24000.0,2,63,leavers
0400125,25.0,54500.0,977.5,75800.0,1261.0,28700.0,0.1945945945945946,27000.0,27000.0,4,65,leavers
0400126,25.0,79000.0,1238.0,65000.0,1625.0,25250.0,0.2688922151577155,25000.0,22750.0,6,108,leavers
0400127,25.0,75000.0,1445.0,79550.0,1311.5,38750.0,0.22405263157894736,37500.0,36000.0,5,83,leavers
0400128,20.0,95000.0,1325.0,84700.0,1548.0,40500.0,0.2032230215827338,38750.0,37050.0,2,68,leavers
0400129,25.0,95000.0,1375.0,85000.0,2260.0,44150.0,0.24029387755102044,42400.0,38000.0,4,80,leavers
0400130,30.0,69400.0,1207.0,59500.0,705.0,30550.0,0.18976724137931034,30000.0,26450.0,6,68,leavers
0400131,25.0,75000.0,1457.5,67300.0,1368.5,39000.0,0.24584615384615383,31150.0,30000.0,5,63,leavers
0400132,25.0,103500.0,1526.0,95150.0,1510.0,32000.0,0.19956663055254603,32000.0,32000.0,5,78,leavers
0400133,30.0,71000.0,1276.0,56700.0,1596.5,30000.0,0.2843835616438356,30000.0,30000.0,9,71,leavers
0400134,25.0,86080.0,1650.0,87200.0,1439.0,43000.0,0.19038461538461537,40150.0,40150.0,2,78,leavers
0400201,20.0,54500.0,990.0,51000.0,571.0,24750.0,0.26,24750.0,24750.0,2,44,leavers
0400202,25.0,50600.0,1036.0,49000.0,1109.5,32000.0,0.2507755102040816,32000.0,32000.0,2,83,leavers
0400203,20.0,74600.0,1110.0,74200.0,1318.0,36500.0,0.2009693053311793,35000.0,35000.0,10,90,leavers
0400204,20.0,104000.0,1075.0,84000.0,1218.0,41000.0,0.21570552147239264,37000.0,36000.0,3,102,leavers
0400205,25.0,85700.0,1336.0,83000.0,1262.5,40000.0,0.18146341463414634,39500.0,39500.0,5,79,leavers
0400206,22.5,49160.0,920.0,41000.0,795.0,28500.0,0.23316062176165803,25500.0,25000.0,6,80,leavers
0400207,15.0,38750.0,846.0,26900.0,1092.0,13010.0,0.36969727928928375,12000.0,11000.0,15,160,leavers
0400208,20.0,46500.0,1000.0,46500.0,772.0,23000.0,0.23563636363636364,23000.0,22950.0,8,108,leavers
0400209,20.0,55000.0,1000.0,48500.0,1133.0,24000.0,0.25636363636363635,23000.0,23000.0,5,112,leavers
0400300,15.0,62150.0,680.0,60400.0,531.0,27000.0,0.17777777777777778,25500.0,25000.0,6,63,leavers
0400400,15.0,59200.0,1540.0,51600.0,1267.0,12000.0,0.28502581755593803,11200.0,10050.0,27,169,leavers
0400500,20.0,63500.0,860.0,55020.0,1041.0,32000.0,0.2208671219002189,30000.0,24800.0,6,123,leavers
0400600,15.0,53500.0,899.0,50000.0,820.0,25000.0,0.21984732824427483,22000.0,20600.0,10,111,leavers
0400700,15.0,47000.0,1000.0,47150.0,678.0,24010.0,0.20655555555555555,23000.0,22600.0,14,112,leavers
0400800,15.0,50000.0,850.0,51000.0,892.0,23000.0,0.14860137672090112,22000.0,20000.0,6,66,leavers
0400803,30.0,65150.0,1142.0,64200.0,1050.0,31500.0,0.20416666666666666,30500.0,29500.0,9,63,leavers
0400805,24.5,73600.0,983.0,76500.0,892.5,35300.0,0.1546046511627907,32000.0,32000.0,5,54,leavers
0400807,27.0,64700.0,1123.5,60000.0,1187.5,28000.0,0.20498220640569398,26000.0,26000.0,8,91,leavers
0400900,15.0,48000.0,816.5,37600.0,735.0,28000.0,0.22271033653846153,27000.0,25700.0,7,108,leavers
0500100,20.0,78400.0,1033.0,80000.0,1156.0,38250.0,0.16055666003976143,36000.0,36000.0,7,187,leavers
0500200,15.0,50000.0,917.5,37550.0,1133.0,20000.0,0.2647058823529412,20000.0,19000.0,11,112,leavers
0500300,15.0,50000.0,610.0,37450.0,829.0,23525.0,0.21026143790849675,22500.0,22000.0,8,96,leavers
0500400,16.0,42300.0,695.0,45000.0,665.0,24700.0,0.21000000000000002,24000.0,20000.0,5,86,leavers
0500500,15.0,51000.0,768.0,50500.0,890.0,25000.0,0.19345195729537368,25000.0,24000.0,16,145,leavers
0500600,12.0,42200.0,682.0,35800.0,653.0,22000.0,0.2246511627906977,21200.0,21200.0,17,76,leavers
0500700,15.0,35150.0,694.0,36000.0,470.0,24650.0,0.22327272727272726,24150.0,24000.0,3,51,leavers
0500800,15.0,48380.0,720.0,42000.0,707.5,23000.0,0.1795275590551181,21100.0,20000.0,4,64,leavers
0500900,20.0,60000.0,902.5,60000.0,1008.5,30000.0,0.21952938418255707,30000.0,30000.0,5,105,leavers
0501000,15.0,71000.0,790.0,51000.0,1197.0,30740.0,0.220829851513788,30000.0,28850.0,1,87,leavers
0501100,25.0,50000.0,838.0,51500.0,864.0,26500.0,0.1747741935483871,26000.0,26000.0,12,106,leavers
0501200,20.0,70000.0,862.0,64900.0,1140.0,45000.0,0.16781444753655,45000.0,42000.0,0,39,leavers
0501300,15.0,43000.0,795.0,42700.0,720.0,20000.0,0.21156302521008402,19900.0,18000.0,9,82,leavers
0501400,15.0,48800.0,770.0,51500.0,653.0,24000.0,0.15646153846153846,22500.0,20950.0,13,121,leavers
0501500,15.0,55700.0,608.0,44350.0,526.0,24000.0,0.16075085324232083,24000.0,22000.0,2,59,leavers
0501600,10.0,52000.0,727.0,40600.0,967.0,21100.0,0.23227785787847582,20000.0,20000.0,4,60,leavers
0501700,15.0,46800.0,720.0,40400.0,543.0,29500.0,0.16333333333333333,29500.0,30000.0,1,35,leavers
0501800,15.0,40000.0,641.0,38200.0,697.0,19600.0,0.2071264367816092,16750.0,16500.0,2,48,leavers
0501900,10.0,45000.0,690.0,45000.0,600.0,11800.0,0.1752,10000.0,8700.0,1,46,leavers
0502000,15.0,40000.0,670.0,40000.0,670.0,26000.0,0.2206165048543689,23500.0,23500.0,1,53,leavers
0600101,25.0,95550.0,2135.0,65700.0,3372.0,30000.0,0.3976923076923077,30000.0,28000.0,12,195,leavers
0600102,30.0,105000.0,2450.0,130000.0,2904.0,60000.0,0.24319526627218935,60000.0,60000.0,13,196,leavers
0600103,35.0,167000.0,2520.0,151700.0,3939.5,65000.0,0.24289411764705882,65000.0,60000.0,6,123,leavers
0600104,30.0,67700.0,1700.0,72900.0,2650.0,35000.0,0.33165,35000.0,35000.0,11,58,leavers
0600105,40.0,133700.0,2403.0,135000.0,3155.0,53000.0,0.21984802007808144,53000.0,50000.0,6,86,leavers
0600106,30.0,118300.0,2360.0,105000.0,2512.0,46150.0,0.2506285714285714,46150.0,46150.0,3,61,leavers
0600107,35.0,130500.0,1738.0,131000.0,3340.0,41505.0,0.27448,41500.0,40000.0,6,76,leavers
0600108,35.0,142000.0,2790.0,152000.0,3016.0,75000.0,0.23725714285714286,75000.0,75000.0,3,78,leavers
0600109,40.0,180000.0,2545.0,150300.0,3825.0,94075.0,0.2064,91500.0,90000.0,2,118,leavers
0600110,30.0,148000.0,2874.0,147250.0,3516.5,78000.0,0.25372881355932203,75000.0,72000.0,10,135,leavers
0600300,20.0,74000.0,1192.5,63000.0,1602.0,28700.0,0.25030393844284704,24000.0,20750.0,13,95,leavers
0600701,15.0,73000.0,1280.0,50000.0,1483.0,23180.0,0.3041584158415842,22000.0,20000.0,17,126,leavers
0600702,20.0,80000.0,911.0,62200.0,1522.5,32000.0,0.2475,31800.0,31800.0,2,51,leavers
0601100,20.0,67000.0,1060.0,64300.0,1393.0,25000.0,0.2297872340425532,25000.0,25000.0,9,68,leavers
0601301,35.0,90100.0,1850.0,99900.0,2867.0,37500.0,0.319560381190439,35500.0,35000.0,4,52,leavers
0601302,42.5,108450.0,2310.0,110680.0,2660.0,46400.0,0.277732379979571,46150.0,46150.0,5,67,leavers
0601303,30.0,100000.0,1910.0,100000.0,2678.0,50000.0,0.21993333333333331,50000.0,45000.0,3,71,leavers
0601304,40.0,180530.0,2400.0,155485.0,3195.0,77750.0,0.25267700534759363,73750.0,69500.0,1,67,leavers
0601305,30.0,235000.0,2724.0,200000.0,4027.5,92500.0,0.22961782726522917,88000.0,85000.0,3,61,leavers
0601306,45.0,150000.0,2340.0,147000.0,4438.0,87500.0,0.24650077007700769,87500.0,83500.0,3,67,leavers
0601307,40.0,96100.0,2096.0,111000.0,2612.5,48000.0,0.2735701023114816,48000.0,38100.0,3,48,leavers
0601308,47.5,125000.0,2031.0,100000.0,2976.0,40250.0,0.3257668711656442,40250.0,40250.0,1,49,leavers
0601309,45.0,147000.0,2685.0,134000.0,2858.0,35000.0,0.24555223880597013,35000.0,35000.0,6,35,leavers
0601500,10.0,64000.0,905.5,58000.0,1280.0,32000.0,0.21796951021732078,30000.0,27000.0,11,128,leavers
0601700,20.0,107600.0,1900.0,106900.0,2122.0,50000.0,0.21466321243523315,49000.0,45000.0,10,123,leavers
0601901,20.0,30200.0,895.0,36600.0,1372.0,20000.0,0.3653979238754326,19000.0,19000.0,8,35,leavers
0601902,15.0,69750.0,1280.0,63000.0,1765.0,32675.0,0.2693525179856115,31650.0,25950.0,8,136,leavers
0601903,15.0,48200.0,1030.0,48000.0,1059.5,19100.0,0.29003021148036257,18150.0,18050.0,12,58,leavers
0601904,20.0,70400.0,1089.0,53000.0,1221.0,25000.0,0.23427906976744184,25000.0,24000.0,9,84,leavers
0601905,20.0,51000.0,1051.5,58000.0,1018.0,21000.0,0.23726884779516355,21000.0,21000.0,3,35,leavers
0601906,20.0,95850.0,1590.0,89000.0,1735.0,31200.0,0.2444,30000.0,30000.0,7,82,leavers
0601907,20.0,54000.0,868.5,57500.0,1360.0,16000.0,0.26345739571520277,16000.0,15000.0,3,24,leavers
0602300,15.0,62000.0,1100.0,51600.0,1250.0,18000.0,0.26991592152675836,15500.0,12000.0,28,108,leavers
0602500,20.0,45000.0,810.0,45400.0,1075.0,24000.0,0.23696699699972723,20100.0,20100.0,7,40,leavers
0602901,20.0,62000.0,1087.5,59200.0,1810.0,22900.0,0.28128279883381924,21400.0,20000.0,9,40,leavers
0602902,15.0,69000.0,1210.0,69000.0,1580.0,27500.0,0.214,27000.0,27000.0,9,104,leavers
0602903,20.0,55000.0,900.0,50810.0,1276.0,17350.0,0.22702702702702704,15000.0,11000.0,13,63,leavers
0602904,20.0,32500.0,760.0,30000.0,474.0,25000.0,0.30000000000000004,24500.0,24500.0,6,24,leavers
0602905,15.0,60000.0,1110.0,59900.0,797.0,25000.0,0.2541836283185841,25000.0,25000.0,7,67,leavers
0603100,15.0,68300.0,1297.5,74000.0,1508.0,29000.0,0.2123414634146341,29000.0,26500.0,6,98,leavers
0603300,15.0,56400.0,1278.0,51500.0,1258.5,24000.0,0.2832,21500.0,20000.0,9,97,leavers
0603701,40.0,103600.0,1870.0,110350.0,2503.0,43500.0,0.24250256154570987,41000.0,36000.0,7,43,leavers
0603702,30.0,101850.0,2263.5,97000.0,2648.0,35000.0,0.2929454545454545,35000.0,35000.0,15,105,leavers
0603703,20.0,93000.0,1440.0,79000.0,1802.0,36600.0,0.23322147651006708,36000.0,35000.0,9,70,leavers
0603704,32.5,82150.0,1430.0,80250.0,1720.0,25000.0,0.24414587332053744,24400.0,24000.0,7,88,leavers
0603705,30.0,110000.0,2320.0,91000.0,2815.0,36000.0,0.3509128565160158,36000.0,29000.0,7,93,leavers
0603706,30.0,77000.0,1913.0,85000.0,3232.0,40500.0,0.3444213126323218,40500.0,40500.0,5,53,leavers
0603707,27.5,83300.0,1550.0,83300.0,2340.0,32150.0,0.26877551020408164,24000.0,15000.0,6,30,leavers
0603708,30.0,128600.0,1664.0,98400.0,2377.0,44500.0,0.20758928571428573,44500.0,44500.0,3,49,leavers
0603709,25.0,190000.0,1730.0,168660.0,3212.5,70000.0,0.14235616438356163,70000.0,63500.0,6,56,leavers
0603710,30.0,83900.0,1880.0,83900.0,2532.0,20000.0,0.28359999999999996,20000.0,20000.0,9,71,leavers
0603711,25.0,102000.0,1702.0,97000.0,2694.0,30100.0,0.26322580645161286,30000.0,30000.0,4,99,leavers
0603712,30.0,66700.0,1610.0,63400.0,2162.5,25000.0,0.32550161812297734,25000.0,25000.0,4,77,leavers
0603713,20.0,100590.0,1434.0,81300.0,2616.5,30000.0,0.32057142857142856,28800.0,28800.0,5,54,leavers
0603714,30.0,105000.0,2180.0,105000.0,1968.0,38500.0,0.22699999999999998,36000.0,35500.0,5,37,leavers
0603715,30.0,100000.0,1785.0,100000.0,2448.0,40000.0,0.25,40000.0,40000.0,2,54,leavers
0603716,30.0,75800.0,1500.0,94000.0,2078.0,30000.0,0.18937691521961186,30000.0,27750.0,1,55,leavers
0603717,30.0,66000.0,1843.0,71200.0,2779.0,44700.0,0.32698608964451314,41500.0,39050.0,6,82,leavers
0603718,30.0,154000.0,2020.0,110000.0,3365.0,52350.0,0.2222739018087855,50500.0,50500.0,9,113,leavers
0603719,25.0,120000.0,1984.0,93700.0,4297.0,50000.0,0.26057142857142856,47350.0,39500.0,0,74,leavers
0603720,30.0,103000.0,2020.0,106000.0,3197.0,42000.0,0.29130529411764705,42000.0,35000.0,7,66,leavers
0603721,30.0,55000.0,1700.0,71950.0,2580.0,33000.0,0.3132489353013243,33000.0,30000.0,6,101,leavers
0603722,30.0,59000.0,1561.0,60100.0,3417.0,35000.0,0.3160588235294117,33650.0,32750.0,6,92,leavers
0603723,30.0,56000.0,1700.0,55300.0,2643.0,22000.0,0.34403292181069955,21000.0,19500.0,1,47,leavers
0603724,30.0,68000.0,1870.0,69000.0,3129.0,30000.0,0.39618461538461536,30000.0,24000.0,10,77,leavers
0603725,30.0,105200.0,2161.0,106200.0,3166.5,52000.0,0.26442857142857146,46000.0,45000.0,7,142,leavers
0603726,20.0,165000.0,2620.0,165000.0,3412.0,38000.0,0.19120250312891113,32500.0,26000.0,6,64,leavers
0603727,30.0,170000.0,2266.5,117900.0,3778.5,50000.0,0.2786080271212584,50000.0,45000.0,8,161,leavers
0603728,20.0,220000.0,2675.0,98350.0,5540.0,62300.0,0.2548993288590604,60000.0,60000.0,5,90,leavers
0603729,20.0,115000.0,2250.0,80000.0,3453.0,32400.0,0.29162264150943396,30000.0,30000.0,21,248,leavers
0603730,25.0,100250.0,2143.0,82800.0,3950.0,52000.0,0.30533333333333335,52000.0,50000.0,5,124,leavers
0603731,25.0,145850.0,2085.0,98850.0,5362.0,43550.0,0.2724522686025408,43550.0,40000.0,9,61,leavers
0603732,30.0,74800.0,1930.0,72500.0,2805.0,38500.0,0.3035661375661376,36000.0,35000.0,18,166,leavers
0603733,30.0,60000.0,1600.0,54000.0,3434.0,30300.0,0.364,30000.0,30000.0,2,85,leavers
0603734,25.0,48900.0,1690.0,60000.0,3297.0,35500.0,0.34523076923076923,35000.0,32600.0,7,165,leavers
0603735,30.0,88700.0,1900.0,91000.0,2889.0,40000.0,0.28183414460827855,38600.0,35000.0,16,137,leavers
0603736,30.0,79050.0,1740.0,92500.0,2162.0,50000.0,0.2437074057246706,49000.0,48000.0,2,75,leavers
0603737,30.0,65000.0,1630.0,65000.0,913.0,28300.0,0.30289655172413793,28300.0,28300.0,5,56,leavers
0603738,25.0,74100.0,1537.0,69610.0,1398.0,28800.0,0.24915912743972446,23000.0,23000.0,4,53,leavers
0603739,30.0,82800.0,2039.5,79000.0,2320.0,29000.0,0.28585987261146495,28800.0,28800.0,6,61,leavers
0603740,40.0,95000.0,1490.0,91700.0,1962.0,35000.0,0.2573478260869565,33300.0,33300.0,2,53,leavers
0603741,30.0,48000.0,1650.0,51500.0,2049.0,25000.0,0.34229508196721314,25000.0,25000.0,3,34,leavers
0603742,30.0,31200.0,1100.0,48775.0,2680.0,25000.0,0.36513618677042803,25000.0,24000.0,4,38,leavers
0603743,20.0,45000.0,1370.0,60800.0,1498.0,25000.0,0.3369600250495773,25000.0,25000.0,2,29,leavers
0603744,30.0,64100.0,1950.0,70000.0,2703.0,36000.0,0.3303320158102767,35500.0,33450.0,17,143,leavers
0603745,30.0,38000.0,1570.0,47000.0,1485.0,14800.0,0.49882352941176467,14800.0,14400.0,7,40,leavers
0603746,30.0,80000.0,1570.0,45250.0,2129.0,12000.0,0.384,10000.0,6000.0,13,87,leavers
0603747,30.0,107000.0,1770.0,98000.0,3739.0,43100.0,0.2683525112893196,42500.0,41000.0,6,86,leavers
0603748,25.0,161100.0,2529.0,127000.0,4070.0,66000.0,0.2794992628992629,66000.0,64000.0,12,146,leavers
0603749,30.0,58050.0,1645.0,60000.0,2270.0,25000.0,0.37837837837837834,25000.0,24200.0,3,50,leavers
0603750,30.0,73700.0,1210.0,73200.0,2378.0,25000.0,0.2863856068743287,25000.0,24000.0,10,51,leavers
0603751,30.0,65500.0,1700.0,71600.0,1859.5,25000.0,0.29120718697361037,23000.0,17750.0,4,48,leavers
0603752,30.0,63500.0,1240.0,60125.0,993.0,30000.0,0.24697095435684646,30000.0,28000.0,1,36,leavers
0603753,30.0,65000.0,1655.0,74000.0,883.0,39000.0,0.2500402252614642,38000.0,37000.0,5,54,leavers
0603754,30.0,108000.0,1780.0,106000.0,2609.0,27000.0,0.28128687039497524,25000.0,25000.0,6,57,leavers
0603755,30.0,82030.0,1825.0,90400.0,1792.0,35000.0,0.19478260869565217,35000.0,33000.0,0,50,leavers
0603756,30.0,68000.0,1550.0,67000.0,1516.5,26000.0,0.27465940054495913,25400.0,25000.0,5,50,leavers
0603757,30.0,70000.0,1190.0,65800.0,2210.0,30000.0,0.39312499999999995,30000.0,30000.0,5,32,leavers
0603758,25.0,81950.0,1515.0,61400.0,2630.5,32000.0,0.3050847457627119,28000.0,24000.0,3,56,leavers
0603759,25.0,54810.0,1420.0,62550.0,2535.0,30000.0,0.298925831202046,30000.0,30000.0,5,59,leavers
0603760,30.0,180000.0,2460.0,157720.0,4549.0,75000.0,0.22412765957446806,75000.0,72000.0,5,110,leavers
0603761,25.0,127500.0,1860.0,102000.0,2945.0,50000.0,0.24497999999999998,50000.0,50000.0,2,70,leavers
0603762,30.0,87000.0,1770.0,92400.0,2323.0,36000.0,0.25729523559436085,34700.0,30000.0,4,45,leavers
0603763,30.0,72200.0,1444.0,76000.0,1873.0,33500.0,0.2623137653782815,31000.0,30000.0,8,48,leavers
0603764,30.0,95700.0,2050.0,114500.0,3304.0,43000.0,0.23464285714285713,43000.0,41800.0,6,79,leavers
0603765,30.0,112000.0,1987.0,96900.0,2803.0,49000.0,0.2759702725020644,45000.0,45000.0,6,83,leavers
0603766,30.0,54600.0,1450.0,59300.0,1386.5,30000.0,0.29203333333333337,30000.0,30000.0,6,77,leavers
0603767,25.0,73300.0,1550.0,64000.0,2014.0,30000.0,0.32547945205479456,30000.0,30000.0,9,85,leavers
0603768,30.0,160000.0,2185.0,130350.0,3005.0,65000.0,0.2661882352941176,60000.0,55000.0,1,46,leavers
0603769,30.0,66800.0,1730.0,72000.0,2117.0,39000.0,0.2816,39000.0,38000.0,1,65,leavers
0603900,30.0,41850.0,956.5,46000.0,1599.0,30000.0,0.2676923076923077,29500.0,25000.0,8,54,leavers
0604101,45.0,146830.0,2750.0,139700.0,3287.5,60000.0,0.2346895194686808,56500.0,35500.0,4,54,leavers
0604102,25.0,135650.0,2430.0,127000.0,3081.5,70000.0,0.2826967741935484,70000.0,65500.0,3,71,leavers
0604701,15.0,66800.0,1472.0,73250.0,1362.0,24000.0,0.1998443579766537,24000.0,24000.0,5,40,leavers
0604702,15.0,34000.0,1060.0,41500.0,1251.0,24000.0,0.3055774647887324,20000.0,20000.0,14,81,leavers
0605301,15.0,93000.0,2088.0,86000.0,2931.5,32000.0,0.30886133032694474,32000.0,30000.0,17,146,leavers
0605302,20.0,74200.0,1692.0,74200.0,1982.0,30000.0,0.2794264569842738,28000.0,26000.0,2,69,leavers
0605303,22.0,67000.0,1333.0,74400.0,1673.0,28800.0,0.2523684210526316,25000.0,25000.0,6,57,leavers
0605500,20.0,98500.0,1930.0,80500.0,1885.0,45700.0,0.28292808798646363,42400.0,40000.0,4,61,leavers
0605700,20.0,90400.0,1300.0,82000.0,1774.0,36000.0,0.2503225806451613,36000.0,34000.0,4,35,leavers
0605901,20.0,158300.0,2430.0,138795.0,3056.0,52000.0,0.23106180665610143,50000.0,45000.0,3,104,leavers
0605902,30.0,143200.0,2134.0,126580.0,2694.0,40000.0,0.24324062053031137,40000.0,36000.0,4,68,leavers
0605903,20.0,114765.0,2424.0,110000.0,2160.0,55000.0,0.26396898496240606,55000.0,50000.0,5,157,leavers
0605904,16.0,125000.0,2392.0,93000.0,2986.0,38900.0,0.3087167572911518,38650.0,35000.0,13,183,leavers
0605905,20.0,94880.0,2029.0,94000.0,2777.5,40000.0,0.33,39450.0,37700.0,8,128,leavers
0605906,30.0,110000.0,1898.0,107000.0,3043.5,40000.0,0.2773539953615855,40000.0,36000.0,6,115,leavers
