CHOSEN,JWMNP,FINCP,GRNTP,HINCP,SMOCP,PINCP,HH_COST,PERNP,WAGP,UNEMP,EMP,type
0603757,30.0,44200.0,1275.0,46500.0,1583.0,21000.0,0.3230769230769231,20700.0,20700.0,7,20,leavers
0603758,20.0,55000.0,1550.0,60000.0,2663.0,33000.0,0.3317209302325581,33000.0,32000.0,4,62,leavers
0603759,30.0,63000.0,1580.0,79000.0,2265.0,31650.0,0.30434782608695654,30000.0,28000.0,5,57,leavers
0603760,25.0,150900.0,2250.0,150000.0,3706.0,70000.0,0.2343356282271945,70000.0,70000.0,4,93,leavers
0603761,20.0,103700.0,2020.0,100850.0,2617.0,43000.0,0.25066666666666665,40000.0,40000.0,2,65,leavers
0603762,22.5,72050.0,1580.0,70900.0,2117.0,33500.0,0.2982834994462901,33500.0,32000.0,1,25,leavers
0603763,30.0,60000.0,1334.0,65750.0,2186.0,35000.0,0.2854435650797516,35000.0,35000.0,2,69,leavers
0603764,30.0,111000.0,1863.0,116650.0,2110.0,48000.0,0.2090452477734032,48000.0,40750.0,2,68,leavers
0603765,25.0,120000.0,2017.0,88000.0,2858.0,39000.0,0.2823,36000.0,35000.0,5,108,leavers
0603766,22.0,59060.0,1230.0,58500.0,2404.0,27600.0,0.3249482092930369,23500.0,21500.0,7,73,leavers
0603767,30.0,50250.0,1510.0,52900.0,1854.0,25000.0,0.2896551724137931,25000.0,25000.0,8,105,leavers
0603768,35.0,185000.0,2360.0,163220.0,3727.0,84000.0,0.21387480916030532,73000.0,65000.0,7,51,leavers
0603769,27.0,50000.0,1337.0,60000.0,2425.0,34400.0,0.32,31000.0,30000.0,4,78,leavers
0603900,15.0,53500.0,1008.0,53500.0,1493.0,17000.0,0.24342857142857144,16000.0,16000.0,6,49,leavers
0604101,30.0,128500.0,2411.0,103150.0,2544.0,45100.0,0.24456521739130435,38000.0,25000.0,4,59,leavers
0604102,25.0,128300.0,2230.0,100200.0,3792.0,55000.0,0.27418218085106383,50000.0,45000.0,7,80,leavers
0604701,20.0,61300.0,1288.0,61300.0,1900.0,25000.0,0.28512820512820514,23000.0,22100.0,8,41,leavers
0604702,15.0,60000.0,1164.0,53100.0,1440.0,25000.0,0.23136789424295803,20000.0,18000.0,16,65,leavers
0605301,15.0,108000.0,2095.0,94500.0,2328.5,40000.0,0.26960882647943835,39000.0,34300.0,12,183,leavers
0605302,20.0,55000.0,1490.0,51100.0,1475.0,22500.0,0.3404794520547945,22500.0,20000.0,5,61,leavers
0605303,25.0,98600.0,1600.0,101100.0,2025.0,32650.0,0.2599799016163036,31000.0,30500.0,0,66,leavers
0605500,20.0,97000.0,2051.0,92300.0,2308.0,44000.0,0.28885207100591714,40000.0,37000.0,5,87,leavers
0605700,20.0,90000.0,1342.5,83250.0,2075.0,31000.0,0.2840804573804574,28500.0,28500.0,2,62,leavers
0605901,30.0,120000.0,2575.0,116200.0,2555.0,51000.0,0.2693493975903614,50000.0,45000.0,3,100,leavers
0605902,20.0,120000.0,2293.5,125000.0,3240.0,70000.0,0.247872,70000.0,60000.0,4,54,leavers
0605903,25.0,116675.0,2251.5,106000.0,2877.0,52000.0,0.2705892623308599,50000.0,48000.0,4,123,leavers
0605904,20.0,132000.0,2430.0,81400.0,2434.5,44200.0,0.3232815964523281,42200.0,40500.0,23,175,leavers
0605905,20.0,120000.0,2128.5,106930.0,2736.0,56550.0,0.2751167839173523,51550.0,50000.0,2,98,leavers
0605906,30.0,118600.0,1915.0,110000.0,1999.0,40000.0,0.25012987012987015,40000.0,40000.0,5,108,leavers
